longitude,latitude,median_house_value,population
-121.89,37.68,339700,3329
-121.88,37.68,337200,854
-121.89,37.68,334100,734
-121.88,37.67,311500,1543
-121.88,37.67,296900,937
-121.89,37.67,247900,1181
-121.89,37.67,300400,852
-121.9,37.67,332400,876
-121.9,37.67,389800,3926
-121.88,37.66,233000,1360
-121.87,37.66,238500,161
-121.87,37.66,233300,315
-121.89,37.66,231300,769
-121.88,37.64,475800,514
-121.87,37.57,393200,2444
-121.87,37.67,247200,1813
-121.87,37.67,229400,853
-121.85,37.68,282500,1895
-121.85,37.66,300600,1833
-121.86,37.66,293200,1699
-121.87,37.66,278500,583
-121.84,37.66,352900,4847
-121.85,37.72,400000,83
-121.82,37.73,375000,51
-121.86,37.7,313700,4389
-121.89,37.69,139300,2649
-121.77,37.65,327500,1952
-121.62,37.61,430600,771
-121.61,37.77,125000,144
-121.72,37.7,450000,729
-121.73,37.71,200200,2595
-121.75,37.71,192400,5826
-121.77,37.74,418800,254
-121.8,37.7,216800,2474
-121.8,37.69,215500,2222
-121.82,37.69,227700,802
-121.76,37.69,184400,1919
-121.77,37.68,158400,950
-121.78,37.69,174600,1157
-121.78,37.69,168400,1761
-121.79,37.69,188400,3200
-121.76,37.7,256700,1705
-121.75,37.69,183800,1422
-121.75,37.68,183400,702
-121.76,37.68,177500,1189
-121.76,37.68,186900,555
-121.73,37.68,238900,8768
-121.78,37.68,172500,1392
-121.77,37.68,179200,277
-121.76,37.68,204400,929
-121.77,37.68,209400,629
-121.77,37.67,264200,3489
-121.76,37.67,350000,1225
-121.78,37.67,199800,1024
-121.79,37.67,211000,947
-121.78,37.67,201100,804
-121.78,37.66,193000,900
-121.79,37.66,245000,6693
-119.78,38.69,117600,338
-119.93,38.72,97900,573
-120.0,38.52,140600,202
-120.56,38.48,120900,946
-120.59,38.45,119000,1091
-120.55,38.46,129200,435
-120.55,38.45,99100,767
-120.55,38.43,108900,618
-120.25,38.55,111700,1103
-120.79,38.54,68900,495
-120.8,38.51,96400,369
-120.65,38.5,116700,638
-120.76,38.47,123800,607
-120.88,38.45,97900,657
-120.79,38.43,129800,546
-120.69,38.44,121300,597
-120.93,38.5,107200,529
-120.97,38.42,121900,4930
-120.87,38.37,113400,1614
-120.98,38.34,99100,1793
-120.88,38.32,103000,1187
-120.93,38.26,114200,834
-120.72,38.42,144100,2237
-120.77,38.38,128600,1737
-120.72,38.38,157200,806
-120.66,38.4,118500,985
-120.65,38.42,116700,730
-120.62,38.39,134800,1444
-120.69,38.36,109900,1252
-120.71,38.34,144300,559
-120.8,38.31,123600,533
-121.83,39.76,112600,4644
-121.82,39.76,107300,2710
-121.86,39.78,117800,3628
-121.85,39.77,89900,2446
-121.84,39.76,102300,1215
-121.86,39.76,87300,4030
-121.89,39.76,142600,4591
-121.88,39.74,153100,7517
-121.87,39.75,126600,822
-121.86,39.75,118300,856
-121.87,39.74,147000,747
-121.85,39.75,78100,267
-121.85,39.74,85800,623
-121.85,39.74,84500,1426
-121.85,39.73,137500,1107
-121.85,39.73,88900,2469
-121.86,39.74,120200,1571
-121.84,39.75,74500,2053
-121.84,39.74,85100,1181
-121.83,39.74,130300,1290
-121.8,39.75,125200,1011
-121.82,39.75,111400,3316
-121.82,39.75,97000,974
-121.8,39.75,122600,3264
-121.79,39.73,116300,2887
-121.78,39.71,179200,84
-121.82,39.73,85800,1371
-121.84,39.73,94800,379
-121.84,39.73,200000,311
-121.84,39.73,112500,520
-121.84,39.72,69000,802
-121.84,39.73,55000,513
-121.83,39.73,77900,753
-121.85,39.72,98800,5022
-121.83,39.72,78700,974
-121.81,39.7,81300,2948
-121.82,39.73,60300,1160
-121.82,39.72,66300,1879
-121.81,39.71,116700,708
-121.87,39.82,159700,2456
-121.89,39.71,139200,1217
-121.97,39.79,89600,904
-121.84,39.68,153100,275
-121.8,39.64,87500,1109
-121.77,39.66,158600,1705
-121.74,39.59,95100,726
-121.9,39.59,93800,745
-121.75,39.88,95300,1203
-121.68,39.82,141300,1786
-121.54,40.06,67500,47
-121.51,39.97,73000,611
-121.59,39.86,119600,665
-121.58,39.83,93200,1904
-121.6,39.8,117900,721
-121.62,39.79,97200,1456
-121.59,39.82,97600,875
-121.6,39.83,95300,1532
-121.63,39.82,107700,1610
-121.6,39.79,102900,1151
-121.59,39.79,88300,395
-121.59,39.78,86500,1063
-121.59,39.78,58000,385
-121.6,39.77,84000,699
-121.61,39.77,89500,837
-121.63,39.78,93400,770
-121.57,39.8,115200,365
-121.57,39.78,105700,952
-121.59,39.77,97300,664
-121.58,39.79,108600,1184
-121.57,39.76,104900,557
-121.58,39.76,110200,1110
-121.58,39.76,103800,733
-121.59,39.75,80800,481
-121.6,39.77,87300,1138
-121.6,39.76,85500,1157
-121.61,39.76,85000,1026
-121.62,39.77,93500,788
-121.65,39.76,96700,794
-121.63,39.76,109700,1151
-121.62,39.76,85800,934
-121.62,39.75,92800,523
-121.63,39.75,70500,569
-121.64,39.74,121800,763
-121.71,39.71,102600,1174
-121.66,39.66,101200,1763
-121.56,39.69,168300,1163
-121.57,39.74,126100,705
-121.59,39.74,83800,750
-121.6,39.75,92600,984
-121.6,39.68,111200,844
-121.5,39.83,87500,893
-121.41,39.72,87500,730
-121.39,39.61,94700,986
-121.24,39.65,62500,221
-121.19,39.55,83300,481
-121.36,39.52,85700,1229
-121.56,39.52,79500,358
-121.56,39.52,53600,945
-121.56,39.53,65200,1861
-121.54,39.6,84100,576
-121.46,39.54,142300,1822
-121.49,39.52,93800,436
-121.44,39.5,90800,790
-121.47,39.49,91800,553
-121.47,39.51,97500,1304
-121.53,39.53,91200,683
-121.53,39.52,73800,448
-121.53,39.52,86400,471
-121.54,39.51,62100,1887
-121.52,39.51,72200,1688
-121.55,39.51,57600,684
-121.55,39.51,58300,396
-121.55,39.51,51700,485
-121.56,39.51,57900,603
-121.56,39.51,53100,871
-121.57,39.5,56100,1073
-121.58,39.52,58000,1384
-121.58,39.51,56700,1087
-121.58,39.5,57600,925
-121.62,39.5,63300,974
-121.61,39.52,59800,909
-121.65,39.53,65200,640
-121.57,39.48,42500,145
-121.55,39.5,45100,2041
-121.54,39.5,39400,779
-121.53,39.49,50300,617
-121.54,39.48,53800,1809
-121.54,39.47,53900,939
-121.55,39.48,41800,284
-121.49,39.49,88900,1174
-121.52,39.5,82600,569
-121.52,39.49,63600,677
-121.52,39.48,59400,1364
-121.55,39.45,60600,1185
-121.53,39.44,57100,662
-121.55,39.44,49000,811
-121.52,39.43,80400,1079
-121.46,39.4,96200,1970
-121.39,39.39,60000,121
-121.54,39.33,61300,359
-121.59,39.39,73800,1284
-121.67,39.37,86300,1241
-121.65,39.35,86400,1098
-121.67,39.34,84600,537
-121.65,39.32,73500,374
-121.69,39.36,56200,1170
-121.7,39.37,57000,911
-121.7,39.36,63900,523
-121.7,39.36,56000,1505
-121.69,39.36,63000,635
-121.74,39.38,85500,1100
-121.8,39.33,81300,501
-121.71,39.42,57600,862
-121.71,39.41,59400,941
-121.75,39.4,81900,864
-121.79,39.48,82100,408
-120.46,38.15,116000,1516
-120.55,38.12,116100,785
-120.56,38.09,94900,1150
-120.55,38.07,92200,463
-120.54,38.07,79900,339
-120.67,37.97,133000,2233
-120.46,38.09,122600,1777
-120.79,38.24,90400,538
-120.9,38.2,93200,1319
-120.88,38.16,125900,1000
-120.91,38.11,133100,1800
-120.76,38.12,130600,3175
-120.65,38.28,104000,1341
-120.72,38.24,101600,1061
-120.67,38.19,92600,1387
-120.57,38.2,122300,1796
-120.43,38.25,112500,311
-120.56,38.39,86600,563
-120.54,38.41,77400,668
-120.42,38.42,91900,999
-120.41,38.33,100900,529
-120.55,38.31,94700,592
-120.57,38.35,84800,661
-120.36,38.21,139900,1480
-120.34,38.23,121400,546
-120.33,38.26,155800,252
-120.34,38.25,111500,997
-120.37,38.23,123500,924
-120.37,38.25,113700,1149
-120.27,38.29,103800,298
-120.27,38.31,108300,267
-120.19,38.42,77500,82
-121.91,39.03,65800,657
-122.0,38.99,67500,815
-122.13,39.0,59200,2435
-121.99,39.15,72000,3266
-122.04,39.22,92800,670
-122.08,39.25,112500,120
-122.33,39.1,75000,154
-122.2,39.15,108000,434
-122.09,39.13,65500,2587
-122.05,39.34,61500,494
-122.17,39.31,62700,1395
-122.51,39.3,68800,551
-122.01,39.21,69100,781
-122.01,39.21,75800,985
-122.01,39.21,75000,660
-121.96,39.3,112500,271
-121.65,38.03,192400,1095
-121.63,38.03,209400,1169
-121.63,38.04,183800,888
-121.73,38.0,189100,3578
-121.72,38.0,156500,4460
-121.72,37.98,168800,3523
-121.68,37.98,162800,1707
-121.7,37.98,172900,1562
-121.71,37.99,129700,2085
-121.67,37.99,213500,527
-121.68,37.93,119400,704
-121.7,37.94,131100,861
-121.69,37.95,125400,1348
-121.7,37.96,151400,1391
-121.66,37.93,263100,1064
-121.7,37.91,187100,825
-121.7,37.93,156700,972
-121.74,37.95,186300,2399
-121.7,37.93,152500,1779
-121.6,37.91,241400,1075
-121.6,37.9,340900,4276
-121.61,37.86,154400,989
-121.64,37.85,253900,967
-121.8,38.01,109400,1088
-121.81,38.01,105100,1074
-121.81,38.01,128500,528
-121.82,38.02,93800,101
-121.82,38.01,99100,798
-121.82,38.01,96400,625
-121.82,38.01,127000,1614
-121.84,38.02,87500,37
-121.78,38.01,133900,1216
-121.79,38.01,146800,1749
-121.79,38.0,124700,1588
-121.8,38.01,110200,1399
-121.8,38.01,130800,1351
-121.78,38.0,174500,1094
-121.77,38.01,168100,1417
-121.81,37.99,170400,1315
-121.81,37.99,150800,1086
-121.82,37.98,165200,1969
-121.82,38.01,93500,587
-121.82,38.0,113400,985
-121.81,38.0,97300,1400
-121.82,38.0,131000,1714
-121.85,38.0,133400,1806
-121.85,38.0,100000,1239
-121.83,38.0,103600,3838
-121.83,38.0,145300,799
-121.83,37.99,152400,572
-121.83,37.99,145900,935
-121.83,37.99,142500,1507
-121.83,38.0,75800,1384
-121.84,37.99,126100,2188
-121.84,37.99,142600,1292
-121.83,37.99,164700,1456
-121.79,38.0,108500,562
-121.79,37.99,178600,1878
-121.79,37.99,164700,1651
-121.8,38.0,122500,1316
-121.8,37.99,179500,1575
-121.77,37.99,205100,2429
-121.88,38.03,158600,1045
-121.9,38.04,90200,838
-121.86,38.04,67500,188
-121.87,38.02,99400,1403
-121.88,38.03,101400,725
-121.9,38.03,87700,1831
-121.88,38.02,87000,1249
-121.89,38.02,94600,1827
-121.9,38.02,181800,1037
-121.87,38.02,117800,2229
-121.88,38.0,140300,1352
-121.88,38.01,150000,2827
-121.89,38.01,134400,1994
-121.88,38.0,151900,367
-121.86,38.0,165200,2239
-121.86,38.0,161700,1504
-121.89,37.99,170500,928
-121.88,37.99,174200,1606
-121.87,38.0,144100,1475
-121.87,37.99,163900,1051
-121.89,38.01,103900,2362
-121.9,38.02,122200,943
-121.9,38.01,136000,1696
-121.92,38.02,156500,1526
-121.89,38.01,99200,663
-121.9,38.01,110600,2356
-121.9,38.0,162200,990
-121.9,38.0,177500,1288
-121.92,38.01,166000,879
-121.93,38.01,160800,1142
-121.93,38.02,154800,940
-121.95,38.03,143100,3207
-121.94,38.03,87100,1141
-121.96,38.02,95300,1409
-121.95,38.02,100700,2041
-121.94,38.02,113900,3266
-121.92,38.03,100200,1410
-121.92,38.02,125000,1288
-121.91,38.02,129800,1687
-121.97,38.04,83500,1595
-121.97,38.03,139800,1939
-121.98,38.05,98500,1640
-122.02,38.02,156900,817
-122.0,38.03,165900,1235
-122.14,38.02,133900,825
-122.14,38.03,225000,54
-122.13,38.02,166000,940
-122.13,38.01,144800,859
-122.14,38.01,178300,741
-122.13,38.01,139300,608
-122.13,38.0,150800,1206
-122.16,38.02,196100,761
-122.11,38.01,116100,575
-122.11,38.01,129400,718
-122.12,38.0,166400,3221
-122.12,38.01,126500,691
-122.12,38.01,135700,837
-122.12,38.01,172400,864
-122.09,38.02,113700,1128
-122.1,38.02,159700,2086
-122.07,38.0,156300,462
-122.09,38.0,204200,4377
-122.11,38.0,212600,1460
-122.08,37.99,199900,1914
-122.09,37.99,205400,1773
-122.11,37.99,206700,1782
-122.11,37.99,287700,1300
-122.08,37.97,245200,1105
-122.09,37.97,294100,2017
-122.11,37.98,297300,1790
-122.09,37.98,211000,2296
-122.12,37.99,225400,741
-122.1,37.97,269600,1753
-122.1,37.96,228200,1679
-122.1,37.96,235500,569
-122.07,37.99,166900,1811
-122.07,37.98,186100,2940
-122.07,37.97,211800,856
-122.07,37.96,197100,836
-122.06,37.96,189600,788
-122.08,37.96,266000,3748
-122.06,37.95,186400,950
-122.07,37.95,190000,1025
-122.08,37.95,243000,1351
-122.08,37.95,235600,425
-122.07,37.96,196200,552
-122.06,37.96,182000,2959
-122.05,37.95,169400,738
-122.05,37.94,179300,1804
-122.06,37.94,235700,1896
-122.07,37.94,205100,1111
-122.07,37.94,220800,707
-122.08,37.93,233200,1832
-122.08,37.94,232100,943
-122.07,37.94,265700,683
-122.09,37.95,247900,601
-122.09,37.94,273200,2634
-122.04,38.0,91100,1447
-122.04,37.99,134500,749
-122.04,37.99,136200,1478
-122.05,37.97,250000,65
-122.06,37.99,87500,721
-122.06,37.99,137500,384
-122.05,38.0,136400,1213
-122.05,38.0,75000,356
-122.03,37.98,156300,627
-122.04,37.97,140600,631
-122.03,38.0,178300,1753
-122.03,38.01,175900,1666
-122.04,37.99,139900,1378
-122.03,37.98,138200,1261
-122.02,38.0,178200,1591
-122.03,37.99,169300,1614
-122.02,37.99,161900,1237
-122.03,37.99,166600,882
-122.03,37.98,148900,498
-122.01,37.98,165500,777
-122.01,37.98,194000,956
-122.0,37.98,226900,436
-122.0,37.97,202800,1171
-122.01,37.97,211500,1288
-122.02,37.98,165500,756
-122.02,37.98,161700,782
-122.0,37.99,192300,1881
-122.0,37.98,193200,867
-121.99,37.98,184000,969
-121.99,37.97,217200,1372
-122.0,37.98,182000,535
-122.0,37.98,161300,237
-122.01,37.98,161000,638
-122.01,37.99,144900,918
-121.95,37.96,259500,1072
-121.97,37.97,210500,807
-121.97,37.97,244100,656
-121.97,37.96,184800,877
-121.96,37.96,229200,899
-121.96,37.95,196100,1583
-121.98,37.96,204100,1420
-121.97,37.97,240200,817
-121.98,37.97,231100,1232
-121.98,37.97,213200,1316
-121.99,37.97,207200,1271
-121.99,37.97,184100,1470
-122.0,37.96,179000,1980
-122.0,37.96,190700,2033
-121.96,37.95,167800,1627
-121.97,37.95,246700,1883
-121.98,37.96,126700,2209
-121.99,37.96,260400,1470
-121.99,37.96,200600,1228
-121.98,37.95,267400,2724
-121.98,37.95,265900,1317
-122.01,37.97,206200,1250
-122.02,37.97,171000,1191
-122.03,37.97,151100,865
-122.04,37.97,160900,1174
-122.03,37.97,166700,2629
-122.04,37.96,106300,1705
-122.04,37.97,112500,3621
-122.04,37.97,151000,705
-122.04,37.96,151800,578
-122.05,37.96,159800,1154
-122.04,37.96,165700,724
-122.04,37.96,175000,1500
-122.05,37.95,182000,1875
-122.05,37.95,190800,246
-122.01,37.95,298200,1555
-122.02,37.96,305100,935
-122.03,37.96,162500,1142
-122.03,37.95,220500,1601
-122.02,37.95,208300,608
-122.03,37.95,202300,804
-122.02,37.95,237000,1660
-122.02,37.94,213100,1465
-122.01,37.94,322300,1339
-122.02,37.94,267100,1317
-122.01,37.94,268000,706
-122.01,37.94,273600,937
-122.0,37.95,339200,848
-122.01,37.93,330200,1062
-122.04,37.95,163100,814
-122.04,37.94,231400,2444
-122.05,37.94,227800,993
-122.04,37.95,197100,341
-122.05,37.95,144600,2804
-122.03,37.94,279300,2214
-122.03,37.93,344800,1773
-122.05,37.93,266500,1503
-122.05,37.93,184900,2957
-122.05,37.92,234700,4741
-122.02,37.92,351200,1872
-122.03,37.92,358800,1124
-122.01,37.91,367700,3645
-122.03,37.91,275300,2310
-122.06,37.91,232800,2133
-122.06,37.9,216100,2669
-122.06,37.89,114300,2575
-122.07,37.93,226000,614
-122.07,37.93,252100,3264
-122.07,37.92,225000,1629
-122.08,37.92,250000,1068
-122.08,37.92,264900,796
-122.07,37.91,259800,810
-122.07,37.91,292500,638
-122.08,37.9,306800,486
-122.09,37.91,306900,3486
-122.07,37.89,266800,1428
-122.08,37.89,283900,1223
-122.08,37.9,288000,1691
-122.07,37.89,268800,809
-122.07,37.89,263300,319
-122.06,37.88,340900,1879
-122.05,37.87,397500,847
-122.05,37.9,271000,1699
-122.05,37.9,335700,986
-122.05,37.89,310600,689
-122.04,37.89,349100,998
-122.05,37.9,321200,1818
-122.04,37.9,275800,2310
-122.02,37.89,356200,2450
-122.04,37.88,312700,1230
-122.03,37.86,390600,1035
-122.04,37.85,469400,2181
-121.94,37.73,258200,861
-121.94,37.73,260300,2843
-121.93,37.73,275000,1043
-121.93,37.73,350000,404
-121.95,37.74,250000,518
-121.95,37.74,266000,2653
-121.94,37.75,269800,1238
-121.92,37.73,157200,501
-121.93,37.74,343500,1272
-121.94,37.75,296100,2464
-121.97,37.79,312500,2111
-121.98,37.8,345800,1457
-121.98,37.8,343700,1027
-121.98,37.81,359100,1127
-121.96,37.81,403400,2404
-121.97,37.8,356000,1222
-121.94,37.8,369200,4089
-121.97,37.79,341300,1451
-121.95,37.78,356700,5613
-121.96,37.76,425100,1548
-121.94,37.76,356100,2889
-121.93,37.76,461400,876
-121.92,37.74,432400,140
-121.93,37.78,434700,114
-121.96,37.74,350000,25
-121.97,37.76,381900,1633
-121.97,37.77,324600,3221
-121.98,37.74,399300,1376
-122.02,37.84,443800,729
-122.01,37.83,386600,1330
-122.0,37.82,256400,926
-121.99,37.82,200000,579
-122.03,37.83,500001,1997
-121.99,37.77,294800,3283
-121.99,37.81,188500,146
-122.02,37.8,359300,2286
-122.03,37.87,358700,1396
-122.02,37.88,287300,1087
-122.02,37.87,441400,1209
-122.03,37.86,494000,1145
-122.0,37.86,500001,3011
-121.97,37.87,500001,416
-121.96,37.84,398200,2744
-122.0,37.84,500001,2777
-121.96,37.85,500001,1199
-121.99,37.83,372000,1177
-121.98,37.82,351300,3280
-121.95,37.81,450400,2823
-122.1,37.93,382200,4083
-122.12,37.94,500001,1850
-122.1,37.9,294400,368
-122.14,37.9,500001,2099
-122.12,37.91,455300,1962
-122.09,37.89,406500,352
-122.1,37.89,310300,1398
-122.11,37.89,279500,1067
-122.11,37.88,348200,1602
-122.12,37.88,433300,1001
-122.12,37.89,257100,1260
-122.13,37.89,350000,295
-122.13,37.87,426100,728
-122.14,37.88,394400,2865
-122.07,37.88,387200,590
-122.08,37.88,99400,410
-122.08,37.88,85000,825
-122.08,37.87,102700,1750
-122.06,37.85,186500,2092
-122.07,37.86,155000,263
-122.06,37.86,252400,1512
-122.07,37.86,206300,317
-122.08,37.87,73400,680
-122.1,37.88,367100,1511
-122.09,37.86,402600,2212
-122.11,37.87,314200,1351
-122.12,37.85,454100,1870
-122.08,37.84,500001,1722
-122.12,37.81,416500,1486
-122.12,37.82,364500,918
-122.11,37.83,369900,1887
-122.08,37.82,500001,830
-122.14,37.86,314000,2415
-122.14,37.85,389900,3371
-122.14,37.84,355600,874
-122.16,37.83,370200,1480
-122.16,37.86,404300,1298
-122.18,37.88,354200,231
-122.18,37.86,399700,1684
-122.16,37.89,434500,721
-122.17,37.88,401800,1393
-122.17,37.88,423200,1348
-122.17,37.87,438000,472
-122.22,37.88,475000,31
-122.2,37.89,367500,1315
-122.2,37.88,378100,398
-122.18,37.91,500001,2428
-122.2,37.9,500001,740
-122.18,37.9,500001,1511
-122.18,37.89,499000,1634
-121.84,37.98,204200,3325
-121.81,37.97,166800,615
-121.78,37.97,213700,7653
-121.83,37.95,162500,716
-121.94,37.83,500001,959
-121.89,37.82,500001,3898
-121.91,37.81,500001,1216
-121.82,37.81,485400,2089
-121.96,37.99,210100,1606
-121.96,37.94,194700,1557
-121.96,37.95,181200,1850
-121.95,37.94,285400,1318
-121.97,37.93,307000,1552
-122.01,37.92,353600,1038
-122.01,37.92,365800,1055
-121.99,37.92,427700,764
-121.93,37.89,366700,852
-121.92,37.96,237400,2093
-121.94,37.95,288000,986
-121.91,37.93,329400,703
-121.94,37.94,291700,533
-121.94,37.93,320400,1341
-121.93,37.93,286900,1089
-121.93,37.93,312600,877
-121.95,37.94,253600,578
-122.25,38.02,205100,946
-122.25,38.03,197600,1834
-122.21,38.02,198500,1094
-122.2,37.96,310700,2581
-122.23,38.06,171100,490
-122.23,38.05,147100,638
-122.21,38.06,155700,1076
-122.2,38.04,197000,1236
-122.26,38.03,203700,928
-122.27,38.04,134500,835
-122.26,38.03,150200,752
-122.26,38.04,123000,1179
-122.25,38.05,147700,779
-122.32,38.06,174200,3596
-122.28,38.0,178900,980
-122.29,38.0,173200,2805
-122.36,38.03,175400,981
-122.3,38.0,162000,956
-122.31,38.0,191100,1708
-122.31,38.01,195000,1895
-122.28,37.99,193300,1654
-122.26,37.98,198000,947
-122.27,37.99,243200,2312
-122.27,37.98,218600,1375
-122.26,38.02,184800,2053
-122.24,38.01,269400,1949
-122.24,38.01,235600,1154
-122.25,38.0,237700,1531
-122.26,38.0,170500,1003
-122.26,38.0,246400,318
-122.27,38.0,240300,572
-122.27,38.0,248700,969
-122.26,38.0,272900,3326
-122.29,37.98,209800,850
-122.28,37.96,201000,734
-122.27,37.97,272400,7266
-122.3,37.97,184000,1777
-122.3,37.97,164700,1211
-122.29,37.97,227400,1512
-122.3,37.97,149700,911
-122.29,37.94,190000,3637
-122.32,37.95,196600,895
-122.31,37.94,191400,810
-122.31,37.94,194200,945
-122.32,37.95,185000,573
-122.31,37.99,157800,3259
-122.3,37.98,164300,1821
-122.32,37.97,161000,1135
-122.32,38.01,171100,1495
-122.33,38.0,109000,2493
-122.31,38.0,170800,1687
-122.32,37.99,173500,2315
-122.32,38.0,162800,1233
-122.34,37.99,85100,1271
-122.33,37.98,175000,1024
-122.33,37.99,112500,1591
-122.39,38.0,212500,23
-122.36,37.96,104200,316
-122.36,37.96,80400,956
-122.36,37.95,69800,302
-122.37,37.95,81300,100
-122.37,37.95,76400,716
-122.37,37.96,68600,1046
-122.41,37.98,67500,42
-122.34,37.98,131300,1354
-122.35,37.98,132900,2237
-122.34,37.97,110000,287
-122.35,37.96,113600,1139
-122.35,37.97,112200,1545
-122.35,37.97,113800,2104
-122.32,37.97,134100,991
-122.32,37.97,156600,643
-122.33,37.97,158800,2548
-122.33,37.98,150100,1144
-122.33,37.97,130800,1179
-122.34,37.97,120700,1438
-122.33,37.96,129400,819
-122.35,37.96,114200,1563
-122.35,37.96,97200,1357
-122.35,37.96,97700,1023
-122.35,37.95,110300,1801
-122.35,37.96,93900,1272
-122.36,37.96,107800,1073
-122.32,37.96,133700,934
-122.32,37.96,182800,784
-122.32,37.95,146100,887
-122.33,37.95,120800,1135
-122.34,37.96,133300,3408
-122.34,37.96,103600,1220
-122.32,37.94,165100,1390
-122.32,37.94,210800,833
-122.32,37.93,186900,434
-122.33,37.95,144600,848
-122.33,37.94,140400,590
-122.33,37.94,140800,797
-122.33,37.94,141600,807
-122.33,37.94,139100,719
-122.33,37.94,150800,828
-122.34,37.95,134100,702
-122.33,37.95,135800,981
-122.33,37.95,142600,777
-122.34,37.95,135300,806
-122.34,37.95,133400,933
-122.34,37.95,135100,1041
-122.34,37.95,111700,766
-122.35,37.95,111600,1318
-122.35,37.95,114600,971
-122.36,37.95,104700,773
-122.34,37.94,143300,947
-122.34,37.94,140300,936
-122.34,37.94,145500,786
-122.34,37.94,143900,989
-122.35,37.94,105200,1406
-122.35,37.94,105200,1358
-122.35,37.94,95600,844
-122.36,37.95,81700,729
-122.36,37.94,79000,479
-122.36,37.94,105800,583
-122.36,37.94,72900,1007
-122.36,37.94,79700,1638
-122.37,37.94,71600,599
-122.35,37.93,88000,1048
-122.35,37.93,84300,1182
